activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1226394,[],CHEMBL653816,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II using autocamtide as substrate,B,BAO_0000190,BAO_0000224,protein format,Cc1ccc2c(c1)[nH]c3c4[nH]c5ccccc5c4c6C(=O)NC(=O)c6c23,,,CHEMBL1145043,J. Med. Chem.,2003.0,"{'bei': '20.88', 'le': '0.37', 'lle': '2.94', 'sei': '9.11'}",CHEMBL292021,,CHEMBL292021,7.09,False,http://www.openphacts.org/units/Nanomolar,108001,=,1,True,=,,IC50,nM,,82,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.082
,1227706,[],CHEMBL653816,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II using autocamtide as substrate,B,BAO_0000190,BAO_0000224,protein format,Cn1c2ccccc2c3c4C(=O)NC(=O)c4c5c6ccc(Br)cc6[nH]c5c13,,,CHEMBL1145043,J. Med. Chem.,2003.0,"{'bei': '16.16', 'le': '0.34', 'lle': '2.15', 'sei': '10.11'}",CHEMBL293898,,CHEMBL293898,6.76,False,http://www.openphacts.org/units/Nanomolar,107995,=,1,True,=,,IC50,nM,,174,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.174
,1228540,[],CHEMBL821729,Inhibitory activity of compound against CaMKII,B,BAO_0000190,BAO_0000224,protein format,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(C)C)C(=O)O,,,CHEMBL1132263,Bioorg. Med. Chem. Lett.,1999.0,"{'bei': '4.36', 'le': None, 'lle': None, 'sei': None}",CHEMBL425458,,CHEMBL425458,6,False,http://www.openphacts.org/units/Nanomolar,10611,=,1,True,=,,IC50,nM,,1000,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,M,UO_0000065,,0.000001
,1232062,[],CHEMBL821729,Inhibitory activity of compound against CaMKII,B,BAO_0000190,BAO_0000224,protein format,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)OCc1ccccc1[N+](=O)[O-])NC(=O)[C@H](CCCCN)NC(=O)OCc2ccccc2[N+](=O)[O-])C(C)C)C(=O)O,,,CHEMBL1132263,Bioorg. Med. Chem. Lett.,1999.0,"{'bei': '3.32', 'le': None, 'lle': None, 'sei': None}",CHEMBL413614,,CHEMBL413614,5.92,False,http://www.openphacts.org/units/Nanomolar,10610,=,1,True,=,,IC50,nM,,1200,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,M,UO_0000065,,0.0000012
,1237767,[],CHEMBL653816,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II using autocamtide as substrate,B,BAO_0000190,BAO_0000224,protein format,COc1ccc2c(c1)[nH]c3c4[nH]c5ccccc5c4c6C(=O)NC(=O)c6c23,,,CHEMBL1145043,J. Med. Chem.,2003.0,"{'bei': '18.65', 'le': '0.34', 'lle': '2.78', 'sei': '7.62'}",CHEMBL64742,,CHEMBL64742,6.63,False,http://www.openphacts.org/units/Nanomolar,107999,=,1,True,=,,IC50,nM,,236,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.236
,1249507,[],CHEMBL653816,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II using autocamtide as substrate,B,BAO_0000190,BAO_0000224,protein format,Brc1cccc2c1[nH]c3c4[nH]c5ccccc5c4c6C(=O)NC(=O)c6c23,,,CHEMBL1145043,J. Med. Chem.,2003.0,"{'bei': '12.26', 'le': '0.26', 'lle': '0.35', 'sei': '6.37'}",CHEMBL432715,,CHEMBL432715,4.96,False,http://www.openphacts.org/units/Nanomolar,107992,=,1,True,=,,IC50,nM,,11100,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,11.1
,1255219,[],CHEMBL821729,Inhibitory activity of compound against CaMKII,B,BAO_0000190,BAO_0000224,protein format,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)OCc1ccccc1[N+](=O)[O-])NC(=O)[C@@H](N)CCCCNC(=O)OCc2ccccc2[N+](=O)[O-])C(C)C)C(=O)O,,,CHEMBL1132263,Bioorg. Med. Chem. Lett.,1999.0,"{'bei': '4.04', 'le': None, 'lle': None, 'sei': None}",CHEMBL2369378,,CHEMBL2369378,7.5,False,http://www.openphacts.org/units/Nanomolar,10612,=,1,True,=,,IC50,nM,,32,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,M,UO_0000065,,3.2E-8
,1255636,[],CHEMBL653816,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II using autocamtide as substrate,B,BAO_0000190,BAO_0000224,protein format,Brc1cccc2[nH]c3c4[nH]c5ccccc5c4c6C(=O)NC(=O)c6c3c12,,,CHEMBL1145043,J. Med. Chem.,2003.0,"{'bei': '17.9', 'le': '0.38', 'lle': '2.64', 'sei': '9.31'}",CHEMBL59785,,CHEMBL59785,7.24,False,http://www.openphacts.org/units/Nanomolar,107994,=,1,True,=,,IC50,nM,,58,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.058
,1257090,[],CHEMBL653816,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II using autocamtide as substrate,B,BAO_0000190,BAO_0000224,protein format,Clc1ccc2c(c1)[nH]c3c4[nH]c5ccccc5c4c6C(=O)NC(=O)c6c23,,,CHEMBL1145043,J. Med. Chem.,2003.0,"{'bei': '16.79', 'le': '0.32', 'lle': '1.55', 'sei': '7.77'}",CHEMBL291402,,CHEMBL291402,6.04,False,http://www.openphacts.org/units/Nanomolar,108002,=,1,True,=,,IC50,nM,,914,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.914
,1258364,[],CHEMBL653816,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II using autocamtide as substrate,B,BAO_0000190,BAO_0000224,protein format,Fc1ccc2c(c1)[nH]c3c4[nH]c5ccccc5c4c6C(=O)NC(=O)c6c23,,,CHEMBL1145043,J. Med. Chem.,2003.0,"{'bei': '20.49', 'le': '0.37', 'lle': '3.06', 'sei': '9.05'}",CHEMBL293157,,CHEMBL293157,7.04,False,http://www.openphacts.org/units/Nanomolar,108003,=,1,True,=,,IC50,nM,,92,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,0.092
,1263225,[],CHEMBL653816,Inhibitory activity against Calcium/calmodulin-dependent protein kinase type II using autocamtide as substrate,B,BAO_0000190,BAO_0000224,protein format,Brc1ccc2c(c1)[nH]c3c4[nH]c5ccccc5c4c6C(=O)NC(=O)c6c23,,,CHEMBL1145043,J. Med. Chem.,2003.0,"{'bei': '12.14', 'le': '0.26', 'lle': '0.31', 'sei': '6.31'}",CHEMBL64758,,CHEMBL64758,4.91,False,http://www.openphacts.org/units/Nanomolar,107991,=,1,True,=,,IC50,nM,,12400,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,12.4
,1265159,[],CHEMBL821729,Inhibitory activity of compound against CaMKII,B,BAO_0000190,BAO_0000224,protein format,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)OCc1ccccc1[N+](=O)[O-])C(C)C)C(=O)O,,,CHEMBL1132263,Bioorg. Med. Chem. Lett.,1999.0,"{'bei': '4.64', 'le': None, 'lle': None, 'sei': None}",CHEMBL385035,,CHEMBL385035,7.44,False,http://www.openphacts.org/units/Nanomolar,10609,=,1,True,=,,IC50,nM,,36,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,M,UO_0000065,,3.6E-8
,1462291,[],CHEMBL831918,Inhibition of human Calcium/calmodulin-dependent protein kinase type II,B,BAO_0000190,BAO_0000224,protein format,CN(C)C(=O)N1CCn2cc(C3=C(C(=O)NC3=O)c4cnc5ccccn45)c6cccc(C1)c26,,,CHEMBL1138659,J. Med. Chem.,2004.0,"{'bei': '12.33', 'le': '0.23', 'lle': '3.25', 'sei': '6.09'}",CHEMBL362814,,CHEMBL362814,5.6,False,http://www.openphacts.org/units/Nanomolar,378376,=,1,True,=,,IC50,nM,,2500,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,2.5
,1487652,[],CHEMBL877468,Inhibition of [Ca(2+)]/calmodulin dependent kinase,B,BAO_0000190,BAO_0000224,protein format,Cc1ccsc1C(=O)n2nc(Nc3ccc(cc3)S(=O)(=O)N)nc2N,,,CHEMBL1139550,J. Med. Chem.,2005.0,"{'bei': '13.16', 'le': '0.27', 'lle': '3.67', 'sei': '3.41'}",CHEMBL363130,,CHEMBL363130,4.98,False,http://www.openphacts.org/units/Nanomolar,384762,=,1,True,=,,IC50,nM,,10500,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,10.5
,1487788,[],CHEMBL877468,Inhibition of [Ca(2+)]/calmodulin dependent kinase,B,BAO_0000190,BAO_0000224,protein format,Nc1nc(Nc2ccc(cc2)S(=O)(=O)N)nn1C(=S)Nc3c(F)cccc3F,,,CHEMBL1139550,J. Med. Chem.,2005.0,"{'bei': '11.87', 'le': '0.25', 'lle': '3.28', 'sei': '3.58'}",CHEMBL261720,,CHEMBL261720,5.05,False,http://www.openphacts.org/units/Nanomolar,384944,=,1,True,=,,IC50,nM,,8900,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,8.9
,1650795,[],CHEMBL861045,Average Binding Constant for CAMK2G; NA=Not Active at 10 uM,B,BAO_0000034,BAO_0000357,single protein format,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,,,CHEMBL1144455,Nat. Biotechnol.,2005.0,"{'bei': '15.36', 'le': '0.29', 'lle': '2.79', 'sei': '7.92'}",CHEMBL535,SUNITINIB,CHEMBL535,6.12,True,http://www.openphacts.org/units/Nanomolar,405813,=,1,True,=,,Kd,nM,,760,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,uM,UO_0000065,,0.76
,1652303,[],CHEMBL861045,Average Binding Constant for CAMK2G; NA=Not Active at 10 uM,B,BAO_0000034,BAO_0000357,single protein format,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,,,CHEMBL1144455,Nat. Biotechnol.,2005.0,"{'bei': '19.94', 'le': '0.36', 'lle': '4.95', 'sei': '13.39'}",CHEMBL388978,STAUROSPORINE,CHEMBL388978,9.3,False,http://www.openphacts.org/units/Nanomolar,405819,=,1,True,=,,Kd,nM,,0.5,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,uM,UO_0000065,,0.0005
,1923198,[],CHEMBL896198,Inhibition of CAMK2,B,BAO_0000190,BAO_0000224,protein format,CN(C)CCCn1cc(CNc2cc(Br)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)nn1,,,CHEMBL1148782,J. Med. Chem.,2007.0,"{'bei': '9.41', 'le': '0.2', 'lle': '-0.31', 'sei': '5.55'}",CHEMBL425834,,CHEMBL425834,5.25,False,http://www.openphacts.org/units/Nanomolar,655122,=,1,True,=,,IC50,nM,,5600,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,5.6
,2206813,[],CHEMBL989738,Inhibition of CAMK2gamma,B,BAO_0000034,BAO_0000357,single protein format,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,,,CHEMBL1149823,Proc. Natl. Acad. Sci. U.S.A.,2007.0,"{'bei': '15.36', 'le': '0.29', 'lle': '2.79', 'sei': '7.92'}",CHEMBL535,SUNITINIB,CHEMBL535,6.12,False,http://www.openphacts.org/units/Nanomolar,718615,=,1,True,=,,Kd,nM,,760,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,760
,2901154,[],CHEMBL1061137,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,CN(C)C[C@@H]1CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCO1)c5ccccc45)c6ccccc26,,,CHEMBL1150977,Nat. Biotechnol.,2008.0,"{'bei': '10.9', 'le': '0.2', 'lle': '1.6', 'sei': '7.46'}",CHEMBL91829,RUBOXISTAURIN,CHEMBL91829,5.11,True,http://www.openphacts.org/units/Nanomolar,845304,=,1,True,=,,Kd,nM,,7800,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,7800
,2901158,[],CHEMBL1061137,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35)N(C)C(=O)c9ccccc9,,,CHEMBL1150977,Nat. Biotechnol.,2008.0,"{'bei': '12.01', 'le': '0.22', 'lle': '0.94', 'sei': '8.82'}",CHEMBL608533,MIDOSTAURIN,CHEMBL608533,6.85,True,http://www.openphacts.org/units/Nanomolar,845308,=,1,True,=,,Kd,nM,,140,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,140
,2901165,[],CHEMBL1061137,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,,,CHEMBL1150977,Nat. Biotechnol.,2008.0,"{'bei': '19.85', 'le': '0.36', 'lle': '4.91', 'sei': '13.33'}",CHEMBL388978,STAUROSPORINE,CHEMBL388978,9.26,True,http://www.openphacts.org/units/Nanomolar,845315,=,1,True,=,,Kd,nM,,0.55,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,0.55
,2901166,[],CHEMBL1061137,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN4CCOCC4,,,CHEMBL1150977,Nat. Biotechnol.,2008.0,"{'bei': '13.47', 'le': '0.25', 'lle': '4.27', 'sei': '5.58'}",CHEMBL1721885,SU-014813,CHEMBL1721885,5.96,True,http://www.openphacts.org/units/Nanomolar,845316,=,1,True,=,,Kd,nM,,1100,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,1100
,2901167,[],CHEMBL1061137,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,,,CHEMBL1150977,Nat. Biotechnol.,2008.0,"{'bei': '15.46', 'le': '0.29', 'lle': '2.83', 'sei': '7.98'}",CHEMBL535,SUNITINIB,CHEMBL535,6.16,True,http://www.openphacts.org/units/Nanomolar,845317,=,1,True,=,,Kd,nM,,690,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,690
,3445049,[],CHEMBL1244747,Binding affinity to CAMK1G,B,BAO_0000034,BAO_0000357,single protein format,C[C@]12O[C@H](C[C@]1(O)CO)n3c4ccccc4c5c6C(=O)NCc6c7c8ccccc8n2c7c35,,,CHEMBL1240346,Blood,2009.0,"{'bei': '14.4', 'le': '0.26', 'lle': '2.86', 'sei': '7.14'}",CHEMBL603469,LESTAURTINIB,CHEMBL603469,6.33,False,http://www.openphacts.org/units/Nanomolar,952538,=,1,True,=,,Kd,nM,,470,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,470
,3445053,[],CHEMBL1244751,Binding affinity to CAMK2G,B,BAO_0000034,BAO_0000357,single protein format,C[C@]12O[C@H](C[C@]1(O)CO)n3c4ccccc4c5c6C(=O)NCc6c7c8ccccc8n2c7c35,,,CHEMBL1240346,Blood,2009.0,"{'bei': '17.26', 'le': '0.31', 'lle': '4.12', 'sei': '8.56'}",CHEMBL603469,LESTAURTINIB,CHEMBL603469,7.58,True,http://www.openphacts.org/units/Nanomolar,952538,=,1,True,=,,Kd,nM,,26,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,26
,3446205,[],CHEMBL1244345,Inhibition of CAMK2G,B,BAO_0000190,BAO_0000357,single protein format,COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,,,CHEMBL1240341,Leukemia,2009.0,"{'bei': '12.7', 'le': '0.26', 'lle': '1.55', 'sei': '8.13'}",CHEMBL288441,BOSUTINIB,CHEMBL288441,6.74,False,http://www.openphacts.org/units/Nanomolar,952798,=,1,True,=,,IC50,nM,,184,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,IC50,nM,UO_0000065,,184
,3448891,[],CHEMBL1244751,Binding affinity to CAMK2G,B,BAO_0000034,BAO_0000357,single protein format,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35)N(C)C(=O)c9ccccc9,,,CHEMBL1240346,Blood,2009.0,"{'bei': '12.01', 'le': '0.22', 'lle': '0.94', 'sei': '8.82'}",CHEMBL608533,MIDOSTAURIN,CHEMBL608533,6.85,True,http://www.openphacts.org/units/Nanomolar,951114,=,1,True,=,,Kd,nM,,140,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,140
,3449078,[],CHEMBL1244747,Binding affinity to CAMK1G,B,BAO_0000034,BAO_0000357,single protein format,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35)N(C)C(=O)c9ccccc9,,,CHEMBL1240346,Blood,2009.0,"{'bei': '10.07', 'le': '0.18', 'lle': '-0.17', 'sei': '7.39'}",CHEMBL608533,MIDOSTAURIN,CHEMBL608533,5.75,False,http://www.openphacts.org/units/Nanomolar,951114,=,1,True,=,,Kd,nM,,1800,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,1800
,3449117,[],CHEMBL1244747,Binding affinity to CAMK1G,B,BAO_0000034,BAO_0000357,single protein format,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,,,CHEMBL1240346,Blood,2009.0,"{'bei': '15.95', 'le': '0.3', 'lle': '3.03', 'sei': '8.23'}",CHEMBL535,SUNITINIB,CHEMBL535,6.36,False,http://www.openphacts.org/units/Nanomolar,952804,=,1,True,=,,Kd,nM,,440,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,440
,3449121,[],CHEMBL1244751,Binding affinity to CAMK2G,B,BAO_0000034,BAO_0000357,single protein format,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,,,CHEMBL1240346,Blood,2009.0,"{'bei': '15.46', 'le': '0.29', 'lle': '2.83', 'sei': '7.98'}",CHEMBL535,SUNITINIB,CHEMBL535,6.16,True,http://www.openphacts.org/units/Nanomolar,952804,=,1,True,=,,Kd,nM,,690,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,690
,3449404,[],CHEMBL1244751,Binding affinity to CAMK2G,B,BAO_0000034,BAO_0000357,single protein format,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)n3c4ccccc4c5c6[C@H](O)NC(=O)c6c7c8ccccc8n2c7c35)N(C)C(=O)c9ccccc9,,,CHEMBL1240346,Blood,2009.0,"{'bei': '9.52', 'le': '0.17', 'lle': '0.19', 'sei': '5.7'}",CHEMBL1240703,CGP-52421,CHEMBL1240703,5.58,False,http://www.openphacts.org/units/Nanomolar,951115,=,1,True,=,,Kd,nM,,2600,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,2600
,7568967,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN4CCOCC4,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '13.47', 'le': '0.25', 'lle': '4.27', 'sei': '5.58'}",CHEMBL1721885,SU-014813,CHEMBL1721885,5.96,False,http://www.openphacts.org/units/Nanomolar,1539399,=,1,True,=,,Kd,nM,,1100,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,1100
,7570505,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(cc23)S(=O)(=O)Cc4c(Cl)cccc4Cl)c(C)c1C(=O)N5CCC[C@@H]5CN6CCCC6,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '8.88', 'le': '0.18', 'lle': '-0.41', 'sei': '5.56'}",CHEMBL450786,PHA-665752,CHEMBL450786,5.7,False,http://www.openphacts.org/units/Nanomolar,1539386,=,1,True,=,,Kd,nM,,2000,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,2000
,7572019,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,N#CC[C@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '22.85', 'le': '0.42', 'lle': '3.53', 'sei': '8.42'}",CHEMBL1789941,RUXOLITINIB,CHEMBL1789941,7,False,http://www.openphacts.org/units/Nanomolar,1539373,=,1,True,=,,Kd,nM,,100,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,100
,7572456,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '15.46', 'le': '0.29', 'lle': '2.83', 'sei': '7.98'}",CHEMBL535,SUNITINIB,CHEMBL535,6.16,False,http://www.openphacts.org/units/Nanomolar,1539400,=,1,True,=,,Kd,nM,,690,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,690
,7573067,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,CC[C@H]1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '11.35', 'le': '0.21', 'lle': '2.36', 'sei': '5.75'}",CHEMBL513909,BI-2536,CHEMBL513909,5.92,False,http://www.openphacts.org/units/Nanomolar,1539346,=,1,True,=,,Kd,nM,,1200,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,1200
,7574435,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)N4CCC(CC4)N5CCN(C)CC5,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '9.94', 'le': '0.2', 'lle': '1.09', 'sei': '5.93'}",CHEMBL509032,TAE-684,CHEMBL509032,6.11,False,http://www.openphacts.org/units/Nanomolar,1539401,=,1,True,=,,Kd,nM,,780,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,780
,7576000,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35)N(C)C(=O)c9ccccc9,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '12.01', 'le': '0.22', 'lle': '0.94', 'sei': '8.82'}",CHEMBL608533,MIDOSTAURIN,CHEMBL608533,6.85,False,http://www.openphacts.org/units/Nanomolar,1539388,=,1,True,=,,Kd,nM,,140,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,140
,7578389,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc4cccc(c4)S(=O)(=O)NC(C)(C)C,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '11.95', 'le': '0.23', 'lle': '1.45', 'sei': '5.78'}",CHEMBL1287853,FEDRATINIB,CHEMBL1287853,6.27,False,http://www.openphacts.org/units/Nanomolar,1539403,=,1,True,=,,Kd,nM,,540,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,540
,7580943,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccccc4)c3,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '16.88', 'le': '0.31', 'lle': '2.17', 'sei': '7.88'}",CHEMBL379218,,CHEMBL379218,6.05,False,http://www.openphacts.org/units/Nanomolar,1539335,=,1,True,=,,Kd,nM,,890,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,890
