activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,SMILES,NAME,FILTER,MW,LogP,HBD,HBA,TPSA
,7572456,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '15.46', 'le': '0.29', 'lle': '2.83', 'sei': '7.98'}",CHEMBL535,SUNITINIB,CHEMBL535,6.16,False,http://www.openphacts.org/units/Nanomolar,1539400,=,1,True,=,,Kd,nM,,690.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,690.0,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,CHEMBL535,OK,398.48200000000014,3.3349400000000013,3,3,77.23
,7572456,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '15.46', 'le': '0.29', 'lle': '2.83', 'sei': '7.98'}",CHEMBL535,SUNITINIB,CHEMBL535,6.16,False,http://www.openphacts.org/units/Nanomolar,1539400,=,1,True,=,,Kd,nM,,690.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,690.0,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,CHEMBL535,OK,398.48200000000014,3.3349400000000013,3,3,77.23
,7572456,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '15.46', 'le': '0.29', 'lle': '2.83', 'sei': '7.98'}",CHEMBL535,SUNITINIB,CHEMBL535,6.16,False,http://www.openphacts.org/units/Nanomolar,1539400,=,1,True,=,,Kd,nM,,690.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,690.0,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,CHEMBL535,OK,398.48200000000014,3.3349400000000013,3,3,77.23
,7572456,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '15.46', 'le': '0.29', 'lle': '2.83', 'sei': '7.98'}",CHEMBL535,SUNITINIB,CHEMBL535,6.16,False,http://www.openphacts.org/units/Nanomolar,1539400,=,1,True,=,,Kd,nM,,690.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,690.0,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,CHEMBL535,OK,398.48200000000014,3.3349400000000013,3,3,77.23
,7572456,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '15.46', 'le': '0.29', 'lle': '2.83', 'sei': '7.98'}",CHEMBL535,SUNITINIB,CHEMBL535,6.16,False,http://www.openphacts.org/units/Nanomolar,1539400,=,1,True,=,,Kd,nM,,690.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,690.0,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,CHEMBL535,OK,398.48200000000014,3.3349400000000013,3,3,77.23
,7572456,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '15.46', 'le': '0.29', 'lle': '2.83', 'sei': '7.98'}",CHEMBL535,SUNITINIB,CHEMBL535,6.16,False,http://www.openphacts.org/units/Nanomolar,1539400,=,1,True,=,,Kd,nM,,690.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,690.0,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,CHEMBL535,OK,398.48200000000014,3.3349400000000013,3,3,77.23
,1923198,[],CHEMBL896198,Inhibition of CAMK2,B,BAO_0000190,BAO_0000224,protein format,CN(C)CCCn1cc(CNc2cc(Br)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)nn1,,,CHEMBL1148782,J. Med. Chem.,2007.0,"{'bei': '9.41', 'le': '0.2', 'lle': '-0.31', 'sei': '5.55'}",CHEMBL425834,,CHEMBL425834,5.25,False,http://www.openphacts.org/units/Nanomolar,655122,=,1,True,=,,IC50,nM,,5600.0,CHEMBL2097164,Homo sapiens,CaM kinase II,9606,,,IC50,uM,UO_0000065,,5.6,CN(C)CCCn1cc(CNc2cc(Br)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)nn1,CHEMBL425834,OK,557.859,5.560380000000004,2,8,94.69
,2901154,[],CHEMBL1061137,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,CN(C)C[C@@H]1CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCO1)c5ccccc45)c6ccccc26,,,CHEMBL1150977,Nat. Biotechnol.,2008.0,"{'bei': '10.9', 'le': '0.2', 'lle': '1.6', 'sei': '7.46'}",CHEMBL91829,RUBOXISTAURIN,CHEMBL91829,5.11,True,http://www.openphacts.org/units/Nanomolar,845304,=,1,True,=,,Kd,nM,,7800.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,7800.0,CN(C)C[C@@H]1CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCO1)c5ccccc45)c6ccccc26,CHEMBL91829,OK,468.55700000000024,3.513700000000002,1,6,68.5
,2901154,[],CHEMBL1061137,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,CN(C)C[C@@H]1CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCO1)c5ccccc45)c6ccccc26,,,CHEMBL1150977,Nat. Biotechnol.,2008.0,"{'bei': '10.9', 'le': '0.2', 'lle': '1.6', 'sei': '7.46'}",CHEMBL91829,RUBOXISTAURIN,CHEMBL91829,5.11,True,http://www.openphacts.org/units/Nanomolar,845304,=,1,True,=,,Kd,nM,,7800.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,7800.0,CN(C)C[C@@H]1CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCO1)c5ccccc45)c6ccccc26,CHEMBL91829,OK,468.55700000000024,3.513700000000002,1,6,68.5
,7586944,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,CN(C)C[C@@H]1CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCO1)c5ccccc45)c6ccccc26,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '10.9', 'le': '0.2', 'lle': '1.6', 'sei': '7.46'}",CHEMBL91829,RUBOXISTAURIN,CHEMBL91829,5.11,False,http://www.openphacts.org/units/Nanomolar,1539379,=,1,True,=,,Kd,nM,,7800.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,7800.0,CN(C)C[C@@H]1CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCO1)c5ccccc45)c6ccccc26,CHEMBL91829,OK,468.55700000000024,3.513700000000002,1,6,68.5
,7586944,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,CN(C)C[C@@H]1CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCO1)c5ccccc45)c6ccccc26,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '10.9', 'le': '0.2', 'lle': '1.6', 'sei': '7.46'}",CHEMBL91829,RUBOXISTAURIN,CHEMBL91829,5.11,False,http://www.openphacts.org/units/Nanomolar,1539379,=,1,True,=,,Kd,nM,,7800.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,7800.0,CN(C)C[C@@H]1CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCO1)c5ccccc45)c6ccccc26,CHEMBL91829,OK,468.55700000000024,3.513700000000002,1,6,68.5
,2901166,[],CHEMBL1061137,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN4CCOCC4,,,CHEMBL1150977,Nat. Biotechnol.,2008.0,"{'bei': '13.47', 'le': '0.25', 'lle': '4.27', 'sei': '5.58'}",CHEMBL1721885,SU-014813,CHEMBL1721885,5.96,True,http://www.openphacts.org/units/Nanomolar,845316,=,1,True,=,,Kd,nM,,1100.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,1100.0,Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN4CCOCC4,CHEMBL1721885,OK,442.49100000000027,1.68624,4,5,106.69
,2901166,[],CHEMBL1061137,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN4CCOCC4,,,CHEMBL1150977,Nat. Biotechnol.,2008.0,"{'bei': '13.47', 'le': '0.25', 'lle': '4.27', 'sei': '5.58'}",CHEMBL1721885,SU-014813,CHEMBL1721885,5.96,True,http://www.openphacts.org/units/Nanomolar,845316,=,1,True,=,,Kd,nM,,1100.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,1100.0,Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN4CCOCC4,CHEMBL1721885,OK,442.49100000000027,1.68624,4,5,106.69
,7568967,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN4CCOCC4,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '13.47', 'le': '0.25', 'lle': '4.27', 'sei': '5.58'}",CHEMBL1721885,SU-014813,CHEMBL1721885,5.96,False,http://www.openphacts.org/units/Nanomolar,1539399,=,1,True,=,,Kd,nM,,1100.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,1100.0,Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN4CCOCC4,CHEMBL1721885,OK,442.49100000000027,1.68624,4,5,106.69
,7568967,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN4CCOCC4,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '13.47', 'le': '0.25', 'lle': '4.27', 'sei': '5.58'}",CHEMBL1721885,SU-014813,CHEMBL1721885,5.96,False,http://www.openphacts.org/units/Nanomolar,1539399,=,1,True,=,,Kd,nM,,1100.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,1100.0,Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN4CCOCC4,CHEMBL1721885,OK,442.49100000000027,1.68624,4,5,106.69
,3446205,[],CHEMBL1244345,Inhibition of CAMK2G,B,BAO_0000190,BAO_0000357,single protein format,COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,,,CHEMBL1240341,Leukemia,2009.0,"{'bei': '12.7', 'le': '0.26', 'lle': '1.55', 'sei': '8.13'}",CHEMBL288441,BOSUTINIB,CHEMBL288441,6.74,False,http://www.openphacts.org/units/Nanomolar,952798,=,1,True,=,,IC50,nM,,184.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,IC50,nM,UO_0000065,,184.0,COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,CHEMBL288441,OK,530.4560000000004,5.190380000000005,1,8,82.88
,3446205,[],CHEMBL1244345,Inhibition of CAMK2G,B,BAO_0000190,BAO_0000357,single protein format,COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,,,CHEMBL1240341,Leukemia,2009.0,"{'bei': '12.7', 'le': '0.26', 'lle': '1.55', 'sei': '8.13'}",CHEMBL288441,BOSUTINIB,CHEMBL288441,6.74,False,http://www.openphacts.org/units/Nanomolar,952798,=,1,True,=,,IC50,nM,,184.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,IC50,nM,UO_0000065,,184.0,COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,CHEMBL288441,OK,530.4560000000004,5.190380000000005,1,8,82.88
,7594875,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '10.26', 'le': '0.21', 'lle': '0.25', 'sei': '6.57'}",CHEMBL288441,BOSUTINIB,CHEMBL288441,5.44,False,http://www.openphacts.org/units/Nanomolar,1539396,=,1,True,=,,Kd,nM,,3600.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,3600.0,COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,CHEMBL288441,OK,530.4560000000004,5.190380000000005,1,8,82.88
,7594875,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '10.26', 'le': '0.21', 'lle': '0.25', 'sei': '6.57'}",CHEMBL288441,BOSUTINIB,CHEMBL288441,5.44,False,http://www.openphacts.org/units/Nanomolar,1539396,=,1,True,=,,Kd,nM,,3600.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,3600.0,COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,CHEMBL288441,OK,530.4560000000004,5.190380000000005,1,8,82.88
,7570505,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(cc23)S(=O)(=O)Cc4c(Cl)cccc4Cl)c(C)c1C(=O)N5CCC[C@@H]5CN6CCCC6,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '8.88', 'le': '0.18', 'lle': '-0.41', 'sei': '5.56'}",CHEMBL450786,PHA-665752,CHEMBL450786,5.7,False,http://www.openphacts.org/units/Nanomolar,1539386,=,1,True,=,,Kd,nM,,2000.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,2000.0,Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(cc23)S(=O)(=O)Cc4c(Cl)cccc4Cl)c(C)c1C(=O)N5CCC[C@@H]5CN6CCCC6,CHEMBL450786,OK,641.6209999999998,6.105340000000005,2,5,102.57999999999998
,7572019,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,N#CC[C@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '22.85', 'le': '0.42', 'lle': '3.53', 'sei': '8.42'}",CHEMBL1789941,RUXOLITINIB,CHEMBL1789941,7.0,False,http://www.openphacts.org/units/Nanomolar,1539373,=,1,True,=,,Kd,nM,,100.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,100.0,N#CC[C@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,CHEMBL1789941,OK,306.37300000000005,3.466380000000002,1,5,83.18
,7573067,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,CC[C@H]1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '11.35', 'le': '0.21', 'lle': '2.36', 'sei': '5.75'}",CHEMBL513909,BI-2536,CHEMBL513909,5.92,False,http://www.openphacts.org/units/Nanomolar,1539346,=,1,True,=,,Kd,nM,,1200.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,1200.0,CC[C@H]1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O,CHEMBL513909,OK,521.6660000000004,3.5568000000000026,2,8,102.92999999999998
,7574435,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)N4CCC(CC4)N5CCN(C)CC5,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '9.94', 'le': '0.2', 'lle': '1.09', 'sei': '5.93'}",CHEMBL509032,TAE-684,CHEMBL509032,6.11,False,http://www.openphacts.org/units/Nanomolar,1539401,=,1,True,=,,Kd,nM,,780.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,780.0,COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)N4CCC(CC4)N5CCN(C)CC5,CHEMBL509032,OK,614.2159999999998,5.024100000000005,2,10,102.92999999999998
,7574435,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)N4CCC(CC4)N5CCN(C)CC5,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '9.94', 'le': '0.2', 'lle': '1.09', 'sei': '5.93'}",CHEMBL509032,TAE-684,CHEMBL509032,6.11,False,http://www.openphacts.org/units/Nanomolar,1539401,=,1,True,=,,Kd,nM,,780.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,780.0,COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)N4CCC(CC4)N5CCN(C)CC5,CHEMBL509032,OK,614.2159999999998,5.024100000000005,2,10,102.92999999999998
active,9508352,[],CHEMBL1963710,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2G,F,BAO_0000192,BAO_0000019,assay format,COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)N4CCC(CC4)N5CCN(C)CC5,,,CHEMBL1201862,,,,CHEMBL509032,TAE-684,CHEMBL509032,7.9,False,http://www.openphacts.org/units/Nanomolar,1584480,=,7,True,=,,Ki,nM,,12.59,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,pKi,,UO_0000065,,7.9,COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)N4CCC(CC4)N5CCN(C)CC5,CHEMBL509032,OK,614.2159999999998,5.024100000000005,2,10,102.92999999999998
active,9508352,[],CHEMBL1963710,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2G,F,BAO_0000192,BAO_0000019,assay format,COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)N4CCC(CC4)N5CCN(C)CC5,,,CHEMBL1201862,,,,CHEMBL509032,TAE-684,CHEMBL509032,7.9,False,http://www.openphacts.org/units/Nanomolar,1584480,=,7,True,=,,Ki,nM,,12.59,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,pKi,,UO_0000065,,7.9,COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)N4CCC(CC4)N5CCN(C)CC5,CHEMBL509032,OK,614.2159999999998,5.024100000000005,2,10,102.92999999999998
,7578389,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc4cccc(c4)S(=O)(=O)NC(C)(C)C,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '11.95', 'le': '0.23', 'lle': '1.45', 'sei': '5.78'}",CHEMBL1287853,FEDRATINIB,CHEMBL1287853,6.27,False,http://www.openphacts.org/units/Nanomolar,1539403,=,1,True,=,,Kd,nM,,540.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,540.0,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc4cccc(c4)S(=O)(=O)NC(C)(C)C,CHEMBL1287853,OK,524.6910000000001,4.823620000000004,3,8,108.48000000000002
,7580943,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccccc4)c3,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '16.88', 'le': '0.31', 'lle': '2.17', 'sei': '7.88'}",CHEMBL379218,,CHEMBL379218,6.05,False,http://www.openphacts.org/units/Nanomolar,1539335,=,1,True,=,,Kd,nM,,890.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,890.0,Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccccc4)c3,CHEMBL379218,OK,358.44500000000005,3.8821200000000013,2,4,76.82
,7581773,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '13.9', 'le': '0.27', 'lle': '2.29', 'sei': '5.93'}",CHEMBL428690,ALVOCIDIB,CHEMBL428690,5.58,False,http://www.openphacts.org/units/Nanomolar,1539363,=,1,True,=,,Kd,nM,,2600.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,2600.0,CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl,CHEMBL428690,OK,401.8460000000001,3.3046000000000024,3,6,94.14
,7585064,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '12.83', 'le': '0.24', 'lle': '2.41', 'sei': '4.69'}",CHEMBL475251,R-406,CHEMBL475251,6.04,False,http://www.openphacts.org/units/Nanomolar,1539392,=,1,True,=,,Kd,nM,,920.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,920.0,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC,CHEMBL475251,OK,470.4610000000003,3.6332000000000013,3,10,128.75
,7585064,[],CHEMBL1908428,Binding constant for CAMK2G kinase domain,B,BAO_0000034,BAO_0000357,single protein format,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC,,,CHEMBL1908390,Nat. Biotechnol.,2011.0,"{'bei': '12.83', 'le': '0.24', 'lle': '2.41', 'sei': '4.69'}",CHEMBL475251,R-406,CHEMBL475251,6.04,False,http://www.openphacts.org/units/Nanomolar,1539392,=,1,True,=,,Kd,nM,,920.0,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,Kd,nM,UO_0000065,,920.0,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC,CHEMBL475251,OK,470.4610000000003,3.6332000000000013,3,10,128.75
active,9508404,[],CHEMBL1963710,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CAMK2G,F,BAO_0000192,BAO_0000019,assay format,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC,,,CHEMBL1201862,,,,CHEMBL475251,R-406,CHEMBL475251,6.4,False,http://www.openphacts.org/units/Nanomolar,1584482,=,7,True,=,,Ki,nM,,398.11,CHEMBL3829,Homo sapiens,CaM kinase II gamma,9606,,,pKi,,UO_0000065,,6.4,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC,CHEMBL475251,OK,470.4610000000003,3.6332000000000013,3,10,128.75
